text,negative,positive,type
You need excellent grades Then Im here for you I will help you score grades in your homework I write wellresearched and non plagiarized papers in due time Please DM essayhelp essaypay onlineclass assignmenthelp homeworkpay Kabul,2,2,negative
You think you can control Kabul  Hahahahaha Look at it boy Impose sharia law and try to make it work if you can you fucking dumb autistic fanatics  Mission impossible stupid  Its 5 milion people city,3,1,negative
ZabehulahM33 ImamMahdi is staying in East Khorasan He is Muhammad Qasim Everybody should read hiss dreams Quran drzakiranaik AppleEvent BridgeLinx Pakistan Afghanistan Taliban Kashmir Kabul,1,0,negative
Zal says Ghanis escape paved the way for the Talibs to enter Kabul and subsequently led to a chaotic evacuation,1,1,negative
Zer0tolRance ConservOmatic NautPoso WillOckhamMemes RealAlGorbachev CamTastick TherealH3JB DelisseEtta Kornmeal1 drefanzor C3PMeme PhantomShitlord MAGADevilDog mazemoore Lauren3veMemes SilversMemez MavenMemer Solmemes1 KelseaCade SpaEng OldPrague HeshmatAlavi saa770 mfu46 amhfarraj KateStewart22 iranianaffairs IranNewsUpdate1 STRUANSTEVENSON Bdryahalshrhan saeersabil RealthingUlli geertwilderspvv US007K mikepompeo LindseyGrahamSC TrumpWarRoom ACTBrigitte JackPosobiec POTUS SenTedCruz MPPregent newsmax seanspicer LyndsayMKeith What happened before the fall of America in Kabul That drones should end up becoming one of the insurgents most potent weapons is a fitting twist to a war that confounded US expectations from the start Afghanistan,3,0,negative
a charismatic military leader and a deeply pious figure  what TIME Calls the butcher of Kabul a UN designated terrorist Afghanistan Time magazine go eat shit,2,0,negative
ahmadmassoud01 seeking CIA help to fight taliban organize demonstrations in Afghanistan Treason is the highest of all crimes Why didnt you use your education youth in a positive way  How about fighting poverty  Panjshir kabul,2,0,negative
antonioguterres UN The donothing UNSG antonioguterres is now trying to take the credit for evacuating Afghan nationals and foreigners from Kabul Airport Shame on the UN Kabul Afghanishtan,1,0,negative
arifaajakia ImamMahdi is staying in East Khorasan He is Muhammad Qasim Everybody should read hiss dreams Quran drzakiranaik AppleEvent BridgeLinx Pakistan Afghanistan Taliban Kashmir Kabul,1,0,negative
arslankhalidm PTIofficial ImranKhanPTI BeckyCNN Dont we ask or decide that how much air time they will give to PM ImranKhanPTI So far CNNConnect has only given 5 mints to PMIK Guys SHABAZGIL fawadchaudhry FaisalJavedKhan shame on you This is really inexcusable media management PMIKvisitsTajikistan FakeNews Kabul,1,0,negative
ashrafghani Afghanistan Kabul US4AfghanPeace Please see my earlier tweets on these subjects Many players in kabulfalls but ultimately fault of Afghan leaders Such as hmohib AmrullahSaleh2 Zalmay Khalilzad reveals story of Kabul fall to Taliban,3,0,negative
atrupar ImamMahdi is staying in East Khorasan He is Muhammad Qasim Everybody should read hiss dreams Quran drzakiranaik AppleEvent BridgeLinx Pakistan Afghanistan Taliban Kashmir Kabul,1,0,negative
attackerman LizSly Pentagon defends killing of 10 civilians in Afghanistan drone strike investigation I dont foresee an optionnot aware of any option thatd put investigators on the ground in Kabul to complete their assessment by EricSchmittNYT helenecooper,2,0,negative
aysansays ImamMahdi is staying in East Khorasan He is Muhammad Qasim Everybody should read hiss dreams Quran drzakiranaik AppleEvent Haqqani Pakistani Afghanistan Taliban Kashmir Kabul CNN,1,0,negative
balocsanam ImamMahdi is staying in East Khorasan He is Muhammad Qasim Everybody should read hiss dreams Quran drzakiranaik AppleEvent BridgeLinx iPhone 13 Afghanistan Taliban Kashmir Kabul,1,0,negative
bsarwary ImamMahdi is staying in East Khorasan He is Muhammad Qasim Everybody should read hiss dreams Quran drzakiranaik AppleEvent BridgeLinx Pakistan Afghanistan Taliban Kashmir Kabul,1,0,negative
china said if the taliban chinataliban the people have spoken So Beijing supports these killings of afghan people and does not speak out against AfghanLivesMatter afghanistan Kabul PanjshirValley Panjshir AhmadMassoud01 Chinazi USA Taiwan,1,1,negative
cnn msnbc housegop senategop abc cbsnews nbcnews DLoesch TuckerCarlson IndianExpress PanjshirProvin1 afghan bagram KabulAirport Panjshir Bombay EXPATS IN TAJIKISTAN PROTEST FOR A FREE AFGHANISTANTALIBAN KILLERS ARE WANTEDGET RICH,2,2,negative
concetta8631 TeesValleyVoice ImamMahdi is staying in East Khorasan He is Muhammad Qasim Everybody should read hiss dreams Quran drzakiranaik AppleEvent BridgeLinx Pakistan Afghanistan Taliban Kashmir Kabul,1,0,negative
drakchaurasia Skyloveronce PartnershipVibe PapaLovesUChiku sassyausgirl LoriShemek DrKristieLeong Dharmen46587056 Thanks Sir Secondly to add Sir Pls hv a look at those Taliban morons in Kabul etc WHY no major COVID19 there seemingly as noticed by me on media sm visuals,1,1,negative
drrbnaB ImamMahdi is staying in East Khorasan He is Muhammad Qasim Everybody should read hiss dreams Quran drzakiranaik AppleEvent BridgeLinx Pakistan Afghanistan Taliban Kashmir Kabul,1,0,negative
duty2warn ImamMahdi is staying in East Khorasan He is Muhammad Qasim Everybody should read hiss dreams Quran drzakiranaik AppleEvent BridgeLinx iPhone 13 Afghanistan Taliban Kashmir Kabul,1,0,negative
engadget ImamMahdi is staying in East Khorasan He is Muhammad Qasim Everybody should read hiss dreams Quran drzakiranaik AppleEvent BridgeLinx iPhone 13 Afghanistan Taliban Kashmir Kabul,1,0,negative
explosions reported northwest of Kabul  rockets being fired at an electrical substation And all pending if it was the ISKP  Lets see Iraqs experience in this type of attacks against the electricity grid has,1,0,negative
faabv ImamMahdi is staying in East Khorasan He is Muhammad Qasim Everybody should read hiss dreams Quran drzakiranaik AppleEvent Haqqani Pakistan Afghanistan Taliban Kashmir Kabul,1,0,negative
fahrettinaltun ImamMahdi is staying in East Khorasan He is Muhammad Qasim Everybody should read hiss dreams Quran drzakiranaik AppleEvent Haqqani Afghanistan Taliban Kabul bjkbvb BaarlarDortmund kpss2021 KoleOlmayacaz Exxenspor,1,0,negative
faniialiii ImranKhanPTI ImamMahdi is staying in East Khorasan He is Muhammad Qasim Everybody should read hiss dreams Quran drzakiranaik AppleEvent BridgeLinx iPhone 13 Afghanistan Taliban Kashmir Kabul,1,0,negative
fawadchaudhry ImranKhanPTI Good to see that following the footsteps of PM Imran Khan now our ministers also wear national dress on foreign trips But whats wrong with SMQureshiPTI when will he get out of inferiority complex Even foreign secretary wears shalwar kameez Tajikistan SCO Kabul Dushanbe,3,1,negative
fnclassy Look Mam u r Afghan or none we dont have any concerns with ur identitywe have just concerns with our homeland Pakistan Pro Indian were everywhere in Afghanistan whole kabul regime was anti pakistan Indians used Afghan previous govt against pakistan thats why we interfere,2,0,negative
for some reason despite this strict discipline the people didnt appreciate that they really had their interests at heart  i wonder where they got that idea mmm  Kabul USForces yet again Oh dear WDYR USCYBERCOM  RTX,1,1,negative
forgotten26 bundeswehrInfo AuswaertigesAmt BAMFDialog Please be very precise Is your problem Germany has not yet promised you are welcome here Aufnahmezusage or is it rather you are unable to leave Kabul and get here Those people mentioned in the article will have similar difficulties leaving Afghanistan as you do,2,0,negative
freedomhouse FHNIT Please do check human rights abuse of USA Los of human life include ApartheidIsrael in the watch too hrw BDSmovement,1,1,negative
funder ImamMahdi is staying in East Khorasan He is Muhammad Qasim Everybody should read hiss dreams Quran drzakiranaik AppleEvent BridgeLinx Pakistan Afghanistan Taliban Kashmir Kabul,1,0,negative
goleNarges22 ImamMahdi is staying in East Khorasan He is Muhammad Qasim Everybody should read hiss dreams Quran drzakiranaik AppleEvent Haqqani Pakistan Afghanistan Taliban Kashmir Kabul WhoIsMahdi,1,0,negative
